article,importance,importance_updated,quality,quality_updated,article_history_link,article_link,article_talk,article_talk_link,title,page_id,ns
Health technology assessment,Mid-Class,2016-07-15T11:39:44Z,Start-Class,2016-07-15T11:39:44Z,https://en.wikipedia.org/w/index.php?title=Health%20technology%20assessment&action=history,https://en.wikipedia.org/w/index.php?title=Health%20technology%20assessment,Talk:Health technology assessment,https://en.wikipedia.org/w/index.php?title=Talk:Health%20technology%20assessment,Health technology assessment,22406877,0.0
Heat syncope,Mid-Class,2008-08-12T03:34:31Z,Start-Class,2018-01-18T00:17:35Z,https://en.wikipedia.org/w/index.php?title=Heat%20syncope&action=history,https://en.wikipedia.org/w/index.php?title=Heat%20syncope,Talk:Heat syncope,https://en.wikipedia.org/w/index.php?title=Talk:Heat%20syncope,Heat syncope,3082560,0.0
Hepatic artery embolization,Mid-Class,2017-02-17T04:57:19Z,Start-Class,2014-12-10T16:12:44Z,https://en.wikipedia.org/w/index.php?title=Hepatic%20artery%20embolization&action=history,https://en.wikipedia.org/w/index.php?title=Hepatic%20artery%20embolization,Talk:Hepatic artery embolization,https://en.wikipedia.org/w/index.php?title=Talk:Hepatic%20artery%20embolization,Hepatic artery embolization,44655559,0.0
Hepatitis A vaccine,Mid-Class,2017-04-27T17:10:12Z,Start-Class,2017-04-27T17:10:12Z,https://en.wikipedia.org/w/index.php?title=Hepatitis%20A%20vaccine&action=history,https://en.wikipedia.org/w/index.php?title=Hepatitis%20A%20vaccine,Talk:Hepatitis A vaccine,https://en.wikipedia.org/w/index.php?title=Talk:Hepatitis%20A%20vaccine,Hepatitis A vaccine,12947179,0.0
Hidradenitis,Mid-Class,2009-01-11T03:55:32Z,Start-Class,2013-12-20T02:04:35Z,https://en.wikipedia.org/w/index.php?title=Hidradenitis&action=history,https://en.wikipedia.org/w/index.php?title=Hidradenitis,Talk:Hidradenitis,https://en.wikipedia.org/w/index.php?title=Talk:Hidradenitis,Hidradenitis,10371405,0.0
Hookworm,Mid-Class,2018-09-20T09:35:07Z,Start-Class,2018-09-20T09:35:07Z,https://en.wikipedia.org/w/index.php?title=Hookworm&action=history,https://en.wikipedia.org/w/index.php?title=Hookworm,Talk:Hookworm,https://en.wikipedia.org/w/index.php?title=Talk:Hookworm,Hookworm,58515659,0.0
Human coronavirus 229E,Mid-Class,2013-07-09T22:57:22Z,Start-Class,2015-07-27T10:49:18Z,https://en.wikipedia.org/w/index.php?title=Human%20coronavirus%20229E&action=history,https://en.wikipedia.org/w/index.php?title=Human%20coronavirus%20229E,Talk:Human coronavirus 229E,https://en.wikipedia.org/w/index.php?title=Talk:Human%20coronavirus%20229E,Human coronavirus 229E,39917427,0.0
Hunan hand syndrome,Mid-Class,2011-01-16T01:13:54Z,Start-Class,2024-01-25T02:25:37Z,https://en.wikipedia.org/w/index.php?title=Hunan%20hand%20syndrome&action=history,https://en.wikipedia.org/w/index.php?title=Hunan%20hand%20syndrome,Talk:Hunan hand syndrome,https://en.wikipedia.org/w/index.php?title=Talk:Hunan%20hand%20syndrome,Hunan hand syndrome,30489428,0.0
Imiquimod,Mid-Class,2017-01-03T04:36:39Z,Start-Class,2015-06-14T19:12:16Z,https://en.wikipedia.org/w/index.php?title=Imiquimod&action=history,https://en.wikipedia.org/w/index.php?title=Imiquimod,Talk:Imiquimod,https://en.wikipedia.org/w/index.php?title=Talk:Imiquimod,Imiquimod,3463724,0.0
Infusion pump,Mid-Class,2011-09-16T16:42:55Z,Start-Class,2011-09-16T16:42:55Z,https://en.wikipedia.org/w/index.php?title=Infusion%20pump&action=history,https://en.wikipedia.org/w/index.php?title=Infusion%20pump,Talk:Infusion pump,https://en.wikipedia.org/w/index.php?title=Talk:Infusion%20pump,Infusion pump,2543416,0.0
LIG4 syndrome,Mid-Class,2010-08-27T18:26:09Z,Start-Class,2023-11-03T10:47:41Z,https://en.wikipedia.org/w/index.php?title=LIG4%20syndrome&action=history,https://en.wikipedia.org/w/index.php?title=LIG4%20syndrome,Talk:LIG4 syndrome,https://en.wikipedia.org/w/index.php?title=Talk:LIG4%20syndrome,LIG4 syndrome,28583751,0.0
Large-cell lymphoma,Mid-Class,2008-07-15T01:38:04Z,Start-Class,2013-07-16T13:49:17Z,https://en.wikipedia.org/w/index.php?title=Large-cell%20lymphoma&action=history,https://en.wikipedia.org/w/index.php?title=Large-cell%20lymphoma,Talk:Large-cell lymphoma,https://en.wikipedia.org/w/index.php?title=Talk:Large-cell%20lymphoma,Large-cell lymphoma,18439568,0.0
Laryngomalacia,Mid-Class,2008-02-03T01:57:59Z,Start-Class,2008-02-03T01:57:59Z,https://en.wikipedia.org/w/index.php?title=Laryngomalacia&action=history,https://en.wikipedia.org/w/index.php?title=Laryngomalacia,Talk:Laryngomalacia,https://en.wikipedia.org/w/index.php?title=Talk:Laryngomalacia,Laryngomalacia,3316895,0.0
Lipase inhibitors,Mid-Class,2012-04-30T03:47:22Z,Start-Class,2012-04-30T03:47:22Z,https://en.wikipedia.org/w/index.php?title=Lipase%20inhibitors&action=history,https://en.wikipedia.org/w/index.php?title=Lipase%20inhibitors,Talk:Lipase inhibitors,https://en.wikipedia.org/w/index.php?title=Talk:Lipase%20inhibitors,Lipase inhibitors,35197192,0.0
Lugol's iodine,Mid-Class,2017-01-16T23:46:55Z,Start-Class,2017-01-16T23:46:55Z,https://en.wikipedia.org/w/index.php?title=Lugol%27s%20iodine&action=history,https://en.wikipedia.org/w/index.php?title=Lugol%27s%20iodine,Talk:Lugol's iodine,https://en.wikipedia.org/w/index.php?title=Talk:Lugol%27s%20iodine,Lugol's iodine,1541301,0.0
Maternity in the United Kingdom,Mid-Class,2018-05-21T04:19:23Z,Start-Class,2018-05-21T04:19:23Z,https://en.wikipedia.org/w/index.php?title=Maternity%20in%20the%20United%20Kingdom&action=history,https://en.wikipedia.org/w/index.php?title=Maternity%20in%20the%20United%20Kingdom,Talk:Maternity in the United Kingdom,https://en.wikipedia.org/w/index.php?title=Talk:Maternity%20in%20the%20United%20Kingdom,Maternity in the United Kingdom,56285347,0.0
Medical illustration,Mid-Class,2022-10-25T13:59:02Z,Start-Class,2022-09-16T16:20:45Z,https://en.wikipedia.org/w/index.php?title=Medical%20illustration&action=history,https://en.wikipedia.org/w/index.php?title=Medical%20illustration,Talk:Medical illustration,https://en.wikipedia.org/w/index.php?title=Talk:Medical%20illustration,Medical illustration,3229777,0.0
Medical journalism,Mid-Class,2009-03-28T20:19:09Z,Start-Class,2009-03-28T20:19:09Z,https://en.wikipedia.org/w/index.php?title=Medical%20journalism&action=history,https://en.wikipedia.org/w/index.php?title=Medical%20journalism,Talk:Medical journalism,https://en.wikipedia.org/w/index.php?title=Talk:Medical%20journalism,Medical journalism,22175792,0.0
Medical model,Mid-Class,2008-06-28T19:30:05Z,Start-Class,2008-06-28T19:30:05Z,https://en.wikipedia.org/w/index.php?title=Medical%20model&action=history,https://en.wikipedia.org/w/index.php?title=Medical%20model,Talk:Medical model,https://en.wikipedia.org/w/index.php?title=Talk:Medical%20model,Medical model,5574392,0.0
Melena,Mid-Class,2007-07-15T18:03:09Z,Start-Class,2007-07-15T18:03:09Z,https://en.wikipedia.org/w/index.php?title=Melena&action=history,https://en.wikipedia.org/w/index.php?title=Melena,Talk:Melena,https://en.wikipedia.org/w/index.php?title=Talk:Melena,Melena,540176,0.0
Metabolically healthy obesity,Mid-Class,2014-11-25T22:58:35Z,Start-Class,2014-11-25T22:58:35Z,https://en.wikipedia.org/w/index.php?title=Metabolically%20healthy%20obesity&action=history,https://en.wikipedia.org/w/index.php?title=Metabolically%20healthy%20obesity,Talk:Metabolically healthy obesity,https://en.wikipedia.org/w/index.php?title=Talk:Metabolically%20healthy%20obesity,Metabolically healthy obesity,44501603,0.0
Minimally invasive thoracic spinal fusion,Mid-Class,2016-09-06T21:21:45Z,Start-Class,2016-09-06T21:21:45Z,https://en.wikipedia.org/w/index.php?title=Minimally%20invasive%20thoracic%20spinal%20fusion&action=history,https://en.wikipedia.org/w/index.php?title=Minimally%20invasive%20thoracic%20spinal%20fusion,Talk:Minimally invasive thoracic spinal fusion,https://en.wikipedia.org/w/index.php?title=Talk:Minimally%20invasive%20thoracic%20spinal%20fusion,Minimally invasive thoracic spinal fusion,12453632,0.0
Minute ventilation,Mid-Class,2011-09-02T07:08:04Z,Start-Class,2013-07-23T13:37:52Z,https://en.wikipedia.org/w/index.php?title=Minute%20ventilation&action=history,https://en.wikipedia.org/w/index.php?title=Minute%20ventilation,Talk:Minute ventilation,https://en.wikipedia.org/w/index.php?title=Talk:Minute%20ventilation,Minute ventilation,9038490,0.0
Neonatal tetanus,Mid-Class,2014-01-19T17:54:30Z,Start-Class,2014-01-19T17:54:30Z,https://en.wikipedia.org/w/index.php?title=Neonatal%20tetanus&action=history,https://en.wikipedia.org/w/index.php?title=Neonatal%20tetanus,Talk:Neonatal tetanus,https://en.wikipedia.org/w/index.php?title=Talk:Neonatal%20tetanus,Neonatal tetanus,16139415,0.0
Obstetric medicine,Mid-Class,2014-01-22T21:06:14Z,Start-Class,2018-11-29T23:14:09Z,https://en.wikipedia.org/w/index.php?title=Obstetric%20medicine&action=history,https://en.wikipedia.org/w/index.php?title=Obstetric%20medicine,Talk:Obstetric medicine,https://en.wikipedia.org/w/index.php?title=Talk:Obstetric%20medicine,Obstetric medicine,41716878,0.0
Ophthalmoscopy,Mid-Class,2009-04-17T20:39:02Z,Start-Class,2009-04-17T20:39:02Z,https://en.wikipedia.org/w/index.php?title=Ophthalmoscopy&action=history,https://en.wikipedia.org/w/index.php?title=Ophthalmoscopy,Talk:Ophthalmoscopy,https://en.wikipedia.org/w/index.php?title=Talk:Ophthalmoscopy,Ophthalmoscopy,1261616,0.0
Palopegteriparatide,Mid-Class,2023-09-24T18:25:27Z,Start-Class,2024-08-13T12:47:03Z,https://en.wikipedia.org/w/index.php?title=Palopegteriparatide&action=history,https://en.wikipedia.org/w/index.php?title=Palopegteriparatide,Talk:Palopegteriparatide,https://en.wikipedia.org/w/index.php?title=Talk:Palopegteriparatide,Palopegteriparatide,74899989,0.0
Parkinsonism,Mid-Class,2008-01-08T03:09:41Z,Start-Class,2008-01-08T03:09:41Z,https://en.wikipedia.org/w/index.php?title=Parkinsonism&action=history,https://en.wikipedia.org/w/index.php?title=Parkinsonism,Talk:Parkinsonism,https://en.wikipedia.org/w/index.php?title=Talk:Parkinsonism,Parkinsonism,50608,0.0
Pediatric assessment triangle,Mid-Class,2019-01-31T23:10:52Z,Start-Class,2019-01-31T23:10:52Z,https://en.wikipedia.org/w/index.php?title=Pediatric%20assessment%20triangle&action=history,https://en.wikipedia.org/w/index.php?title=Pediatric%20assessment%20triangle,Talk:Pediatric assessment triangle,https://en.wikipedia.org/w/index.php?title=Talk:Pediatric%20assessment%20triangle,Pediatric assessment triangle,35659639,0.0
Physical disorder,Mid-Class,2009-11-26T20:55:58Z,Start-Class,2023-11-04T21:51:08Z,https://en.wikipedia.org/w/index.php?title=Physical%20disorder&action=history,https://en.wikipedia.org/w/index.php?title=Physical%20disorder,Talk:Physical disorder,https://en.wikipedia.org/w/index.php?title=Talk:Physical%20disorder,Physical disorder,8766832,0.0
Piriform cortex,Mid-Class,2008-10-18T23:51:24Z,Start-Class,2008-10-18T23:51:24Z,https://en.wikipedia.org/w/index.php?title=Piriform%20cortex&action=history,https://en.wikipedia.org/w/index.php?title=Piriform%20cortex,Talk:Piriform cortex,https://en.wikipedia.org/w/index.php?title=Talk:Piriform%20cortex,Piriform cortex,489595,0.0
Progressive osseous heteroplasia,Mid-Class,2010-04-11T17:49:20Z,Start-Class,2023-11-05T00:52:11Z,https://en.wikipedia.org/w/index.php?title=Progressive%20osseous%20heteroplasia&action=history,https://en.wikipedia.org/w/index.php?title=Progressive%20osseous%20heteroplasia,Talk:Progressive osseous heteroplasia,https://en.wikipedia.org/w/index.php?title=Talk:Progressive%20osseous%20heteroplasia,Progressive osseous heteroplasia,26917312,0.0
Pulicosis,Mid-Class,2009-05-12T16:53:27Z,Start-Class,2024-05-18T03:02:22Z,https://en.wikipedia.org/w/index.php?title=Pulicosis&action=history,https://en.wikipedia.org/w/index.php?title=Pulicosis,Talk:Pulicosis,https://en.wikipedia.org/w/index.php?title=Talk:Pulicosis,Pulicosis,22776958,0.0
Pulmonary surfactant (medication),Mid-Class,2017-01-16T23:49:35Z,Start-Class,2017-01-09T22:09:28Z,https://en.wikipedia.org/w/index.php?title=Pulmonary%20surfactant%20%28medication%29&action=history,https://en.wikipedia.org/w/index.php?title=Pulmonary%20surfactant%20%28medication%29,Talk:Pulmonary surfactant (medication),https://en.wikipedia.org/w/index.php?title=Talk:Pulmonary%20surfactant%20%28medication%29,Pulmonary surfactant (medication),52808161,0.0
Ranibizumab,Mid-Class,2020-05-03T05:03:36Z,Start-Class,2020-05-03T05:03:36Z,https://en.wikipedia.org/w/index.php?title=Ranibizumab&action=history,https://en.wikipedia.org/w/index.php?title=Ranibizumab,Talk:Ranibizumab,https://en.wikipedia.org/w/index.php?title=Talk:Ranibizumab,Ranibizumab,6190706,0.0
Repetitive strain injury,Mid-Class,2009-04-06T23:56:51Z,Start-Class,2009-04-06T23:56:51Z,https://en.wikipedia.org/w/index.php?title=Repetitive%20strain%20injury&action=history,https://en.wikipedia.org/w/index.php?title=Repetitive%20strain%20injury,Talk:Repetitive strain injury,https://en.wikipedia.org/w/index.php?title=Talk:Repetitive%20strain%20injury,Repetitive strain injury,25756,0.0
Rozanolixizumab,Mid-Class,2023-06-29T04:10:35Z,Start-Class,2025-03-11T13:43:51Z,https://en.wikipedia.org/w/index.php?title=Rozanolixizumab&action=history,https://en.wikipedia.org/w/index.php?title=Rozanolixizumab,Talk:Rozanolixizumab,https://en.wikipedia.org/w/index.php?title=Talk:Rozanolixizumab,Rozanolixizumab,74154103,0.0
Schwannoma,Mid-Class,2007-12-03T23:52:39Z,Start-Class,2017-04-28T13:56:58Z,https://en.wikipedia.org/w/index.php?title=Schwannoma&action=history,https://en.wikipedia.org/w/index.php?title=Schwannoma,Talk:Schwannoma,https://en.wikipedia.org/w/index.php?title=Talk:Schwannoma,Schwannoma,6154786,0.0
Silver–Russell syndrome,Mid-Class,2010-01-07T16:36:36Z,Start-Class,2013-09-30T11:47:51Z,https://en.wikipedia.org/w/index.php?title=Silver%E2%80%93Russell%20syndrome&action=history,https://en.wikipedia.org/w/index.php?title=Silver%E2%80%93Russell%20syndrome,Talk:Silver–Russell syndrome,https://en.wikipedia.org/w/index.php?title=Talk:Silver%E2%80%93Russell%20syndrome,Silver–Russell syndrome,25716089,0.0
Tabelecleucel,Mid-Class,2022-10-15T02:25:15Z,Start-Class,2023-11-07T11:51:22Z,https://en.wikipedia.org/w/index.php?title=Tabelecleucel&action=history,https://en.wikipedia.org/w/index.php?title=Tabelecleucel,Talk:Tabelecleucel,https://en.wikipedia.org/w/index.php?title=Talk:Tabelecleucel,Tabelecleucel,72009813,0.0
Talazoparib,Mid-Class,2020-08-24T07:22:41Z,Start-Class,2020-08-24T07:22:41Z,https://en.wikipedia.org/w/index.php?title=Talazoparib&action=history,https://en.wikipedia.org/w/index.php?title=Talazoparib,Talk:Talazoparib,https://en.wikipedia.org/w/index.php?title=Talk:Talazoparib,Talazoparib,49086173,0.0
Telerehabilitation,Mid-Class,2007-10-07T17:16:54Z,Start-Class,2007-10-07T17:16:54Z,https://en.wikipedia.org/w/index.php?title=Telerehabilitation&action=history,https://en.wikipedia.org/w/index.php?title=Telerehabilitation,Talk:Telerehabilitation,https://en.wikipedia.org/w/index.php?title=Talk:Telerehabilitation,Telerehabilitation,4490456,0.0
Tenapanor,Mid-Class,2020-03-27T19:17:05Z,Start-Class,2020-03-27T19:17:05Z,https://en.wikipedia.org/w/index.php?title=Tenapanor&action=history,https://en.wikipedia.org/w/index.php?title=Tenapanor,Talk:Tenapanor,https://en.wikipedia.org/w/index.php?title=Talk:Tenapanor,Tenapanor,42348707,0.0
Trabeculectomy,Mid-Class,2008-02-09T20:32:22Z,Start-Class,2007-12-03T00:30:36Z,https://en.wikipedia.org/w/index.php?title=Trabeculectomy&action=history,https://en.wikipedia.org/w/index.php?title=Trabeculectomy,Talk:Trabeculectomy,https://en.wikipedia.org/w/index.php?title=Talk:Trabeculectomy,Trabeculectomy,5801179,0.0
Visual hallucination,Mid-Class,2017-06-10T04:31:10Z,Start-Class,2017-06-02T01:01:34Z,https://en.wikipedia.org/w/index.php?title=Visual%20hallucination&action=history,https://en.wikipedia.org/w/index.php?title=Visual%20hallucination,Talk:Visual hallucination,https://en.wikipedia.org/w/index.php?title=Talk:Visual%20hallucination,Visual hallucination,54201759,0.0
11β-Hydroxyprogesterone,Low-Class,2017-01-13T11:45:29Z,Start-Class,2024-12-30T21:38:06Z,https://en.wikipedia.org/w/index.php?title=11%CE%B2-Hydroxyprogesterone&action=history,https://en.wikipedia.org/w/index.php?title=11%CE%B2-Hydroxyprogesterone,Talk:11β-Hydroxyprogesterone,https://en.wikipedia.org/w/index.php?title=Talk:11%CE%B2-Hydroxyprogesterone,11β-Hydroxyprogesterone,52601730,0.0
2003 United States smallpox vaccination campaign,Low-Class,2020-03-03T18:36:30Z,Start-Class,2021-07-11T16:09:59Z,https://en.wikipedia.org/w/index.php?title=2003%20United%20States%20smallpox%20vaccination%20campaign&action=history,https://en.wikipedia.org/w/index.php?title=2003%20United%20States%20smallpox%20vaccination%20campaign,Talk:2003 United States smallpox vaccination campaign,https://en.wikipedia.org/w/index.php?title=Talk:2003%20United%20States%20smallpox%20vaccination%20campaign,2003 United States smallpox vaccination campaign,63274769,0.0
2009 Bolivian dengue fever epidemic,Low-Class,2009-02-28T18:57:14Z,Start-Class,2009-02-28T18:57:14Z,https://en.wikipedia.org/w/index.php?title=2009%20Bolivian%20dengue%20fever%20epidemic&action=history,https://en.wikipedia.org/w/index.php?title=2009%20Bolivian%20dengue%20fever%20epidemic,Talk:2009 Bolivian dengue fever epidemic,https://en.wikipedia.org/w/index.php?title=Talk:2009%20Bolivian%20dengue%20fever%20epidemic,2009 Bolivian dengue fever epidemic,21733280,0.0
Abaucin,Low-Class,2023-09-22T04:41:42Z,Start-Class,2023-09-22T04:41:42Z,https://en.wikipedia.org/w/index.php?title=Abaucin&action=history,https://en.wikipedia.org/w/index.php?title=Abaucin,Talk:Abaucin,https://en.wikipedia.org/w/index.php?title=Talk:Abaucin,Abaucin,73886820,0.0
Abdominal decompression,Low-Class,2013-04-19T15:23:35Z,Start-Class,2021-08-30T14:13:35Z,https://en.wikipedia.org/w/index.php?title=Abdominal%20decompression&action=history,https://en.wikipedia.org/w/index.php?title=Abdominal%20decompression,Talk:Abdominal decompression,https://en.wikipedia.org/w/index.php?title=Talk:Abdominal%20decompression,Abdominal decompression,31691300,0.0
Agglutinin,Low-Class,2022-07-30T15:47:26Z,Start-Class,2022-07-30T15:47:26Z,https://en.wikipedia.org/w/index.php?title=Agglutinin&action=history,https://en.wikipedia.org/w/index.php?title=Agglutinin,Talk:Agglutinin,https://en.wikipedia.org/w/index.php?title=Talk:Agglutinin,Agglutinin,4593713,0.0
Al-Quds Hospital,Low-Class,2023-11-22T08:56:53Z,Start-Class,2023-11-22T08:56:53Z,https://en.wikipedia.org/w/index.php?title=Al-Quds%20Hospital&action=history,https://en.wikipedia.org/w/index.php?title=Al-Quds%20Hospital,Talk:Al-Quds Hospital,https://en.wikipedia.org/w/index.php?title=Talk:Al-Quds%20Hospital,Al-Quds Hospital,43291605,0.0
Alan Berman,Low-Class,2018-07-23T18:30:06Z,Start-Class,2018-07-23T18:30:06Z,https://en.wikipedia.org/w/index.php?title=Alan%20Berman&action=history,https://en.wikipedia.org/w/index.php?title=Alan%20Berman,Talk:Alan Berman,https://en.wikipedia.org/w/index.php?title=Talk:Alan%20Berman,Alan Berman,57974157,0.0
Albert R. Jonsen,Low-Class,2022-10-03T15:39:17Z,Start-Class,2022-10-03T15:39:17Z,https://en.wikipedia.org/w/index.php?title=Albert%20R.%20Jonsen&action=history,https://en.wikipedia.org/w/index.php?title=Albert%20R.%20Jonsen,Talk:Albert R. Jonsen,https://en.wikipedia.org/w/index.php?title=Talk:Albert%20R.%20Jonsen,Albert R. Jonsen,8502856,0.0
