id,section,user,timestamp,comment,parent_id,indent_level,article,page_id
261613_e1acf6_1,Pain Killers,VoxLuna,"07:44, 11 February 2007","I removed the statement ""It is more common in people who take in pain killers in excess and frequently"", for two reasons.  First, I don't know which the author intended to implicate:  narcotics (as in opiates), or non-narcotics (ASA? APAP? NSAIDs?).  Second, if indeed referring to NSAIDs, it may be confusing frequent use with causing ulcers (which is indeed possible).  But among various sources I consulted, none gave ""painkillers"" nor ""ulcers"" as a risk factor for stomach cancer.  Ordinarily I might place a {cn} here, but I'd rather hold medical info to a higher standard.  If this is reverted, it should be clarified.  &mdash;",,0,Stomach cancer,261613
261613_1bb0db_1,Request for editors and contributors,Unclepetey,"17:22, 21 October 2007","SUBJECT OF POST: Request for editors and contributors
REASON FOR REQUEST: My wife and beloved partner in life for 26 years was recently diagnosed with stomach cancer with possible involvement of the liver.  Current statistics (1995-2000) indicate a 5 year survival rate of about 5% of patients with this condition, with most oncologists believing that survival up to 2 years with aggressive treatment is as good as it gets.
While the current information in Wikipedia is helpful, I would like to suggest the following additions for this entry and all other entries regarding medical conditions.  They include, but are not limited to, a portal or a section that would provide:
(1) Translation of medical and scientific information into terms a layman can understand, including a layman's dictionary of medical terminology.
(2) Links to online and print journals dealing with the particular subject at hand.
(3) Links to and lists of Usenet Groups and online or offline regional support groups for the particular subject at hand.
(4) Links to and lists of treatment centers for the particular subject at hand, along with their location and rates of success.
(5) Links to recent and archived online articles regarding the particlar subject at hand.
(6) Information regarding experimental and non-approved treatments for the condition.
(7) Information regarding suggested dietary, nutrition,and dietary supplements for the condition.
(8) Any other information that would be helpful to patients and their families.
These (and other) additions to the article would be helpful to the public for whom supplemental information such as this is vital.",,0,Stomach cancer,261613
261613_998596_1,Female hormones protective,146.9.22.121,"14:27, 2 May 2008",is linitis plastica the same thign as signet-cell/diffuse-type adenocarcinoma?  —Preceding unsigned comment added by,,0,Stomach cancer,261613
261613_1bee0d_1,Staging,212.159.59.41,"12:26, 17 May 2010","Under ""Staging"", the article says ""Stage 1B may be treated with chemotherapy (5-fluorouracil) and radiation therapy."" Does this mean ""instead of surgery"" or ""as well a surgery""? Reading on survival rates further down, this would seem to be significant information.",,0,Stomach cancer,261613
261613_bf0a1d_1,Merge in [[Stomach cancer in cats and dogs]],Jmh649,"06:10, 16 November 2010",Agree --,,0,Stomach cancer,261613
261613_179c15_1,No history?,Aravind V R,"18:55, 27 October 2014",History section with reference to first occurrence etc is missing in the article.,,0,Stomach cancer,261613
261613_e3f1ee_1,Merged section on animals is useless,Cptbigglesworth266,"10:30, 14 April 2015","Currently it doesn't even mention animals. It needs to either be expanded to give more information on how stomach cancer presents and is treated in animals, or deleted. --",,0,Stomach cancer,261613
261613_e3f1ee_2,Merged section on animals is useless,DoniManoniman,"07:10, 22 July 2025",I agree here. This section should be dropped or information needs to be added. There is no mentioning of any animal species in this section,261613_e3f1ee_1,1,Stomach cancer,261613
261613_6b7482_1,How helicobacter causes gastric cancer,Jfdwolff,"08:53, 7 January 2016",doi:10.1053/j.gastro.2015.09.004,,0,Stomach cancer,261613
261613_6b7482_2,How helicobacter causes gastric cancer,Syed umath,"07:58, 23 February 2020",Gastric cancer occur s in human being,,0,Stomach cancer,261613
261613_b22c7a_1,Genetic/hereditary component,64.229.4.53,"00:56, 19 March 2016","""Approximately 10% of cases show a genetic component.[37]"" IANAD but I don't think this is quite right.
The linked reference states, ""approximately 10% of gastric cancers show familial clustering"", and later, ""the ratio of hereditary gastric cancer, according to the criteria of the IGCLC, is 0.3%–3.1% of all gastric cancers"". The linked reference from there concludes, ""According to the Minimal Criteria of ICG-HGC, the incidence of true and suspected HGC was 3.1% (6 probands) and 11.3% (22 probands), respectively, out of 195 gastric cancer patients.""
Not sure how to clean this up adequately, but at present this (and the similar statement in the introduction) seems to be misinformation.",,0,Stomach cancer,261613
261613_b22c7a_2,Genetic/hereditary component,Doc James,"02:25, 19 March 2016",Have updated it with a better reference. Thanks,261613_b22c7a_1,2,Stomach cancer,261613
261613_81a352_1,Lancet seminar,Jfdwolff,"08:30, 2 September 2016",doi:10.1016/S0140-6736(16)30354-3,,0,Stomach cancer,261613
261613_5e480c_1,Lancet review,Jfdwolff,"12:23, 25 November 2016",doi:10.1016/S0140-6736(16)30354-3,,0,Stomach cancer,261613
261613_5e480c_2,Lancet review,Jfdwolff,"12:23, 25 November 2016",Now in print...,261613_5e480c_1,1,Stomach cancer,261613
261613_916c4e_1,Removal of unreferenced material,Fortnum,"18:01, 16 May 2017","I am editing the sentence which states 'common causes include eating picked vegetables and smoking'.  The text confuses 'cause' with 'association' - indeed, later in the text is says that there has been no 'causal link established' with diet and stomach cancer.  The link with smoking is referenced in another part of the text, so that's fine, but the claim that eating picked vegetables is a 'cause' of stomach cancer is not supported by the references.",,0,Stomach cancer,261613
261613_916c4e_2,Removal of unreferenced material,RexxS,"10:58, 20 May 2017",":  There is a fine distinction in medical terms between 'cause' and 'statistical association'. One might even suggest in evidence-based medicine that a 'cause' can be considered as an example of a high correlation coupled with a plausible mechanism. In the case of stomach cancer, the difference between its link to smoking and that to diet seems more like a difference of degree than one of distinction. When an editor is summarising the text of an article section for the lead, it is usual to paint the picture in broad strokes as in 'common causes include eating picked vegetables and smoking', since the general reader (at whom the lead in particular is pitched) is less likely to be concerned with precise terminology. Nevertheless, I've attempted to cover the point by re-writing that sentence as ""Smoking is another common cause,[ref WCR2014] and other risk factors include diet and obesity.[ref pmid24011243]"". Does that go some way to meeting your concerns? --",261613_916c4e_1,1,Stomach cancer,261613
261613_916c4e_3,Removal of unreferenced material,Doc James,"21:49, 22 May 2017",Rates of stomach cancer very widely. Japan screens for stomach cancer as the condition is so common there. This is believed to be do to pickled vegetables? Did you read the reference provided?,261613_916c4e_2,2,Stomach cancer,261613
261613_916c4e_4,Removal of unreferenced material,RexxS,"22:49, 22 May 2017","I can find a reference saying that pickled vegetables are associated with stomach cancer, but I can't find the one that says they are a direct cause. Can you help me out with a quote, James? As there are many other dietary factors associated with GC, such as fruit, flavonoids, total antioxidant capacity, green tea intake, heme iron intake from meat, salt and even aspirin – as well as obesity per se(pmid:24011243), I'm not sure that the lead is the best place to single out one item. I think I'd prefer the lead to name ""diet and obesity"", and let the interested reader either read the Stomach cancer #Diet section or the references. --",261613_916c4e_3,3,Stomach cancer,261613
